,importance
x_10,0.42011891658430206
BZip2,0.2701434653240129
Deflate,0.12992848854564384
x_8,0.0856617034555899
PPMd,0.05229752504978117
x_6,0.030695930397008155
LZMA2,0.004086374085313431
LZMA,0.0028095626427039016
mtOff,0.0016557531586095132
#yes,0.0003356575811574345
Files_0,0.00026751334483025516
BlockSize_1,0.00024397012513592485
BlockSize_2,0.0002144047075011168
BlockSize_4,0.0002136355247598925
HeaderCompressionOff,0.00014991326444188454
BlockSize_8,0.00013666058867192767
filterOff,0.00012804419239125257
tmOff,0.0001163774676070784
x_4,0.00010403575177420318
Files_20,4.7904324753464904e-05
BlockSize_2048,4.597929410133356e-05
Files_40,4.366810435721384e-05
Files_10,3.915911784579505e-05
BlockSize_1024,3.859396780267104e-05
BlockSize_256,3.7673595916912716e-05
BlockSize_512,3.6459396624969024e-05
BlockSize_128,3.6307097616638754e-05
BlockSize_16,3.508649013344946e-05
Files_90,3.495432238632064e-05
Files_50,3.4506793714693116e-05
Files_100,3.4359812552307835e-05
Files_70,3.309655683577819e-05
Files_80,3.254429927653856e-05
Files_60,3.0581873995475294e-05
BlockSize_4096,2.9502313190869367e-05
BlockSize_32,2.6734645823215295e-05
BlockSize_64,2.5933649140108603e-05
Files_30,2.5477181666135047e-05
x_0,1.5663062068940498e-05
x_2,7.882308961438024e-06
