,importance
x_10,0.6334147831132205
BZip2,0.1986866137115264
x_8,0.06794137148695091
Deflate,0.06728397942005909
PPMd,0.02601564364344843
x_6,0.0056754765675426635
x_4,0.00013917311822312812
mtOff,0.00010106004843747427
LZMA2,8.68107708346498e-05
LZMA,6.337245519072694e-05
tmOff,5.5686085729368213e-05
Files_0,5.1629618588046586e-05
#yes,4.8233522333877855e-05
filterOff,4.5785196904482454e-05
HeaderCompressionOff,4.204940432854438e-05
BlockSize_4,3.2415394607345945e-05
BlockSize_32,2.2241021743912703e-05
BlockSize_2,2.0814501518498755e-05
BlockSize_1,2.002808170198224e-05
Files_100,1.9294505123681196e-05
BlockSize_8,1.8471962968927343e-05
Files_20,1.7995767200902488e-05
Files_60,1.7313141001359556e-05
BlockSize_4096,1.594893206426562e-05
Files_10,1.4505095986003387e-05
BlockSize_2048,1.3669074952687209e-05
Files_50,1.2959992305820284e-05
Files_70,1.209730804947199e-05
Files_40,1.2071117942117885e-05
Files_90,1.1413573200950716e-05
x_0,1.0815715061997917e-05
Files_30,1.0456744798854296e-05
BlockSize_16,1.0444817587153829e-05
BlockSize_1024,9.977015103627599e-06
BlockSize_512,9.116533238052239e-06
BlockSize_256,8.61749177923622e-06
Files_80,8.466859012229284e-06
BlockSize_128,7.989688071809813e-06
BlockSize_64,6.361441532658859e-06
x_2,4.846060128183141e-06
