,importance
Files_100,9839681874259598.0
Files_50,9839681874259398.0
Files_10,9839681874259272.0
Files_40,9839681874259232.0
Files_70,9839681874259146.0
Files_30,9839681874258988.0
Files_80,9839681874258982.0
Files_60,9839681874258688.0
Files_20,9839681874258680.0
Files_0,9839681874258636.0
Files_90,9839681874258626.0
x_10,8574080514003619.0
x_8,8574080513994936.0
x_6,8574080513989000.0
x_0,8574080513982124.0
x_4,8574080513981823.0
x_2,8574080513981626.0
BlockSize_4096,3256199344983295.5
BlockSize_8,3256199344982991.5
BlockSize_1024,3256199344982980.0
BlockSize_16,3256199344982786.5
BlockSize_4,3256199344982744.0
BlockSize_64,3256199344982499.5
BlockSize_512,3256199344982399.0
BlockSize_1,3256199344982365.0
BlockSize_2048,3256199344982357.5
BlockSize_32,3256199344982337.5
BlockSize_128,3256199344982181.0
BlockSize_2,3256199344982156.5
BlockSize_256,3256199344982077.0
HeaderCompressionOff,2725724272929010.5
tmOff,2725724272928943.0
mtOff,2725724272928919.0
#yes,2725724272928877.0
filterOff,2725724272928804.0
BZip2,2585701865697290.5
Deflate,2585701865694307.0
LZMA2,2585701865693303.0
LZMA,2585701865693160.0
PPMd,2585701865689692.5
