,importance
x_10,0.6165009371357426
BZip2,0.20831995788726132
Deflate,0.07201022982702056
x_8,0.06892719630755392
PPMd,0.027311459939018883
x_6,0.005974134494018654
x_4,0.00014466529979804353
mtOff,0.00012788579324188084
Files_0,5.6744545164039086e-05
tmOff,5.22557551364888e-05
#yes,5.071428611715336e-05
HeaderCompressionOff,4.587745251770744e-05
LZMA2,4.107592616190611e-05
filterOff,3.759012162623987e-05
BlockSize_4,3.265077058629856e-05
BlockSize_32,3.056834008633297e-05
BlockSize_2,2.2703363913760633e-05
BlockSize_1,2.2366727066597506e-05
Files_20,2.0890422140400362e-05
Files_60,1.9385369812676414e-05
BlockSize_8,1.886005607854341e-05
x_0,1.751081991934501e-05
Files_100,1.722113105638041e-05
BlockSize_4096,1.6776965197473768e-05
LZMA,1.674363660852636e-05
Files_40,1.531329711085068e-05
Files_50,1.396613657535009e-05
BlockSize_16,1.3481564739654509e-05
BlockSize_2048,1.3402802454578502e-05
Files_90,1.3348893483431865e-05
Files_30,1.3068723802022411e-05
Files_10,1.303932753909741e-05
BlockSize_1024,1.0497913034923228e-05
BlockSize_256,1.018694185339161e-05
Files_80,9.725066385707938e-06
BlockSize_512,9.446937450900497e-06
Files_70,8.821172408501584e-06
BlockSize_128,8.167286477799492e-06
BlockSize_64,6.408712808041777e-06
x_2,4.722851029975813e-06
