,importance
x_10,0.4405014315082412
Deflate,0.18380924056223327
BZip2,0.1730963195109988
x_8,0.1035280446591634
PPMd,0.059463798822740346
x_6,0.03131656671260465
LZMA2,0.0019131167405086894
LZMA,0.001759305537470335
mtOff,0.001565230205040804
#yes,0.0006770619312506374
BlockSize_1,0.0006231171691132433
filterOff,0.0002502115523554153
HeaderCompressionOff,0.00024897777713474815
tmOff,0.0002166910414385531
Files_0,0.00021565452311076902
BlockSize_256,0.00012834140621124186
Files_40,0.00011074033351720508
x_4,9.991156780851623e-05
Files_60,7.540170079753523e-05
Files_50,4.856523504881271e-05
BlockSize_64,4.851750761801346e-05
BlockSize_2,3.948253651034078e-05
x_0,3.4080805699784687e-05
BlockSize_16,3.31256717996453e-05
Files_20,2.874755110929481e-05
BlockSize_32,2.467788240974473e-05
BlockSize_128,2.076220953327587e-05
Files_70,1.672564329273484e-05
Files_10,1.5616887951134307e-05
Files_80,1.2966941693166036e-05
Files_30,1.0554026745499342e-05
BlockSize_4,1.045703304773879e-05
Files_90,1.0256153423972352e-05
BlockSize_512,9.269034886627264e-06
BlockSize_1024,8.708108041335803e-06
x_2,8.266597391361646e-06
Files_100,8.045011720391559e-06
BlockSize_2048,5.415596143061437e-06
BlockSize_4096,5.1493565634423065e-06
BlockSize_8,1.4469476312257495e-06
