,importance
Files_60,5924661561726669.0
Files_70,5924661561726601.0
Files_50,5924661561726132.0
Files_40,5924661561726090.0
Files_80,5924661561725999.0
Files_10,5924661561725937.0
Files_90,5924661561725892.0
Files_20,5924661561725849.0
Files_100,5924661561725674.0
Files_0,5924661561725568.0
Files_30,5924661561725484.0
BlockSize_1,2562597515760846.5
BlockSize_4,2562597515760723.5
BlockSize_2048,2562597515760390.5
BlockSize_4096,2562597515760384.5
BlockSize_2,2562597515760352.0
BlockSize_32,2562597515760334.5
BlockSize_8,2562597515760292.0
BlockSize_1024,2562597515760069.0
BlockSize_64,2562597515760024.5
BlockSize_128,2562597515759996.5
BlockSize_256,2562597515759904.0
BlockSize_512,2562597515759693.5
BlockSize_16,2562597515759654.0
tmOff,2199209155090660.2
HeaderCompressionOff,2199209155089533.5
mtOff,2199209155089330.5
#yes,2199209155089288.5
filterOff,2199209155088644.0
x_10,2102992029137430.8
x_8,2102992029116835.5
x_6,2102992029108691.8
x_0,2102992029103504.0
x_2,2102992029103445.8
x_4,2102992029102813.2
BZip2,119962649379550.55
Deflate,119962649376623.19
LZMA2,119962649375434.1
LZMA,119962649373701.62
PPMd,119962649369846.23
