,importance
BZip2,0.3916254298014812
x_10,0.2600480845824887
PPMd,0.12105934336910701
x_8,0.08830937574804329
Deflate,0.08520988413379373
x_6,0.04895662390715417
mtOff,0.0017366691064666158
#yes,0.0005753783746786374
BlockSize_1,0.0005540423628923853
BlockSize_4,0.00032604933099454316
tmOff,0.0002030612977566838
filterOff,0.0002026643940457944
HeaderCompressionOff,0.0001973613512017253
LZMA,0.00014971857193263167
BlockSize_16,0.0001056583620259143
BlockSize_256,9.43928263923965e-05
x_4,8.986782706251786e-05
LZMA2,8.863941059297863e-05
Files_40,8.527506058897268e-05
BlockSize_2048,5.3707386403625547e-05
Files_90,4.6839423771643444e-05
Files_10,3.998334124108318e-05
Files_20,3.702844481215187e-05
Files_100,3.6533613131129436e-05
BlockSize_4096,2.6266242939964765e-05
x_0,2.3413186533096685e-05
Files_30,2.143219876956001e-05
BlockSize_32,1.8322263259664368e-05
BlockSize_8,1.4660753382995326e-05
BlockSize_128,1.1365551864276572e-05
x_2,1.0847538047725544e-05
BlockSize_2,1.0062038910830724e-05
Files_70,9.10320488866885e-06
BlockSize_1024,8.787099557344255e-06
Files_80,6.811654118400146e-06
Files_60,6.18392446221219e-06
Files_0,5.470423816116176e-07
BlockSize_64,3.9756390133517987e-07
BlockSize_512,1.826972592474992e-07
Files_50,5.0116636908285266e-09
