,importance
compression,1.0066881092750752e+19
encryption,6.337695343096238e+18
disableCompressibilityTesting,6.337695343096122e+18
#yes,6.337695343096107e+18
unlimitedWindowSize,6.337695343095944e+18
compressionZpaq,2.6085095934439014e+18
compressionLrzip,2.608509593441943e+18
compressionBzip2,2.608509593441656e+18
compressionGzip,2.6085095934414976e+18
compressionLzo,2.6085095934414664e+18
level3,5.057159184643824e+17
level2,5.057159184643567e+17
level1,5.0571591846429786e+17
level6,5.057159184640685e+17
level5,5.0571591846405574e+17
level4,5.057159184640459e+17
level7,5.0571591846391424e+17
level8,5.05715918463454e+17
level9,5.057159184633917e+17
