,importance
compressionLrzip,0.6017518468323173
compressionBzip2,0.37962183620700435
encryption,0.007600252610228866
#yes,0.004359767883385794
level1,0.0037260927641856382
compressionGzip,0.0025446054470249636
level9,0.00011756235803840402
level8,9.504206962946215e-05
compression,7.471610684542589e-05
level2,5.7592554242629256e-05
level7,3.588703227279796e-05
level5,8.808549508064148e-06
level4,3.940754292135359e-06
disableCompressibilityTesting,1.3073495007138234e-06
level6,5.919743352763578e-07
level3,1.2293833865594575e-07
unlimitedWindowSize,2.6568849645396883e-08
compressionLzo,0.0
