,importance
compressionLrzip,0.49933345749835967
compressionBzip2,0.48767850317790273
#yes,0.004233113655601198
encryption,0.0035180090055753938
level1,0.0032334156945668015
compressionGzip,0.00126856229431849
level2,0.0002497406043143935
level5,0.00014545003431284611
level8,0.00014402257895567984
level7,8.766783138095529e-05
compression,3.7911773985415435e-05
level9,3.582142050932394e-05
disableCompressibilityTesting,1.936183032581553e-05
compressionLzo,9.823110278213636e-06
unlimitedWindowSize,2.8827355288570534e-06
level6,1.6204603528150964e-06
level3,5.772545531801841e-07
level4,5.9039178097305174e-08
