,importance
compression,2.6028644000430006e+19
disableCompressibilityTesting,1.5574918173894855e+19
#yes,1.5574918173894853e+19
unlimitedWindowSize,1.557491817389484e+19
encryption,1.5574918173894828e+19
compressionLzo,5.121192347359671e+18
compressionGzip,5.121192347359608e+18
compressionBzip2,5.121192347359506e+18
compressionLrzip,5.121192347359319e+18
compressionZpaq,5.121192347357e+18
level1,2.547131039009827e+18
level5,2.547131039009531e+18
level6,2.5471310390095155e+18
level3,2.5471310390094746e+18
level2,2.547131039009471e+18
level4,2.5471310390094556e+18
level8,2.5471310390094464e+18
level7,2.5471310390094326e+18
level9,2.5471310390088566e+18
