,importance
compressionZpaq,0.6168802795812837
level9,0.3231848551900798
level1,0.04585350881588111
compressionLrzip,0.010069677698690162
compressionBzip2,0.0025703440060449666
compression,0.0004189381584916947
compressionLzo,0.0003332830014913813
disableCompressibilityTesting,0.00016385688914457333
compressionGzip,0.0001555888955218121
level6,0.00013366236193044202
level2,9.348869068087806e-05
encryption,7.267235997177114e-05
#yes,3.930991120343733e-05
level5,2.13047954802016e-05
level3,9.059578285821326e-06
unlimitedWindowSize,1.7006581821405834e-07
level7,0.0
level8,0.0
level4,0.0
