,importance
compressionZpaq,0.5702883248819431
level8,0.19828364697726752
level9,0.16398952241846845
compressionLrzip,0.015752085072803915
level3,0.015172178068083292
level1,0.01496456901565906
level2,0.014665187039256134
level7,0.004201390366042997
compressionBzip2,0.002016489606161659
compressionGzip,0.0003239315226891396
disableCompressibilityTesting,0.00022086531177831404
#yes,6.057551070038968e-05
encryption,2.2785562191833495e-05
level6,2.1916496205360446e-05
level5,8.968826829372076e-06
level4,5.1902858056877435e-06
compressionLzo,1.0966675678853972e-06
compression,1.0729986816420888e-06
unlimitedWindowSize,2.033718642240507e-07
