,importance
compressionZpaq,0.44303072771419605
level9,0.22428174460211564
compressionLrzip,0.12013517072700129
compressionBzip2,0.06784702548139117
level8,0.043860471952701006
level2,0.035096016300857305
level3,0.02449922486482317
encryption,0.016197841061592
compression,0.008547153801772032
compressionGzip,0.007287521515153024
compressionLzo,0.004694107194921608
disableCompressibilityTesting,0.0026644971116715054
unlimitedWindowSize,0.0011399405765038111
level4,0.0002886201940349744
level1,0.00021362566688678177
level7,0.00010041511159885146
level6,6.747328323380369e-05
level5,4.8422839545937935e-05
level,0.0
root,0.0
