,importance
compressionZpaq,0.5172829786291206
level8,0.2010798921473482
level9,0.1731422227139027
level3,0.03793992450465701
level2,0.025639139925470344
level1,0.01981824085942505
compressionLrzip,0.017865606559491497
level7,0.0038770602146158614
compressionBzip2,0.0021163083743450848
compressionLzo,0.0010700689220297175
disableCompressibilityTesting,0.00013620975901143217
encryption,1.7039217555945248e-05
compressionGzip,4.271372139041291e-06
level6,3.909079148735984e-06
compression,3.5371912867747647e-06
level4,2.560547042847349e-06
#yes,5.157989958413452e-07
level5,4.91760804185482e-07
unlimitedWindowSize,2.2423609159396186e-08
