,importance
compressionZpaq,0.5223881431321623
level8,0.1999191708796782
level9,0.14444391558749636
level1,0.029909970596970935
compressionLrzip,0.026196558363877534
level3,0.024030666801613223
level2,0.016937124974416223
level7,0.014177084724409643
level5,0.01249595707337692
compressionBzip2,0.003875527969274942
level6,0.003485416876093326
level4,0.0013723914648951607
compressionGzip,0.0005766704740412937
disableCompressibilityTesting,0.00016189447413327978
encryption,2.3947233293222732e-05
compression,2.037718588345345e-06
unlimitedWindowSize,1.9008927943929708e-06
compressionLzo,1.3741806168628713e-06
#yes,2.4658226789250903e-07
