,importance
compressionLrzip,0.5599750436056957
compressionBzip2,0.40748118498773483
#yes,0.014821576944785664
level9,0.00934259444111277
level1,0.0034280043296088542
encryption,0.0026294912707938174
compressionGzip,0.0016410761570670085
level5,0.0002747910732208863
level7,0.0001592863231420659
level8,0.00015479399934588186
compression,3.8627151814653915e-05
level2,3.0484217158423925e-05
disableCompressibilityTesting,9.003661820296801e-06
compressionLzo,8.151181716965785e-06
unlimitedWindowSize,3.4881322112018947e-06
level4,1.2180260090992787e-06
level6,6.22894198435309e-07
level3,5.616025634076816e-07
