,importance
compressionZpaq,0.5501862210863515
level8,0.18364541634202197
level9,0.18118090956889818
level1,0.025492842183777828
level2,0.021615729516401325
level3,0.014999934515189854
compressionLrzip,0.014138490238723798
level7,0.005142379630308309
compressionBzip2,0.0028080256850045874
compressionGzip,0.0005047569312150761
#yes,0.0001435919812223638
disableCompressibilityTesting,6.169446544279059e-05
level6,3.51396276494506e-05
encryption,2.4146491260518222e-05
level4,8.062148429365468e-06
level5,8.016239119389587e-06
unlimitedWindowSize,1.6231069069329943e-06
compression,1.5371999993568996e-06
compressionLzo,1.4830420773525227e-06
