,importance
compression,2.3813053308165382e+19
encryption,1.6048111097675713e+19
unlimitedWindowSize,1.6048111097675702e+19
#yes,1.6048111097675698e+19
disableCompressibilityTesting,1.6048111097675696e+19
compressionZpaq,8.283168887188126e+18
compressionLrzip,8.283168887186241e+18
compressionBzip2,8.283168887185943e+18
compressionGzip,8.283168887185818e+18
compressionLzo,8.283168887185718e+18
level8,7.71685449161019e+18
level9,7.716854491610069e+18
level7,7.716854491609486e+18
level6,7.716854491609366e+18
level4,7.716854491609352e+18
level5,7.716854491609348e+18
level1,7.716854491609062e+18
level2,7.716854491609032e+18
level3,7.716854491608992e+18
