,importance
compressionZpaq,2067494.3751939982
level9,887544.5502249721
level8,675264.4496576223
compressionLzo,588185.7365126938
level1,565861.833635709
compressionGzip,518352.6675068025
compressionBzip2,437196.44667529676
level2,341778.40632176964
compression,340781.3259798254
level3,328236.0708596334
unlimitedWindowSize,247534.97790778012
disableCompressibilityTesting,213716.68237502256
compressionLrzip,182978.19851937867
level5,138538.66717168904
#yes,136622.8138549996
level4,123967.14610149537
level6,86640.27586468679
encryption,83688.1778218493
level7,22213.400072388973
