,importance
compressionZpaq,0.6206660574411504
level9,0.3156424552477124
level1,0.04850406418144576
compressionLrzip,0.010965089864037427
compressionBzip2,0.002912117277760949
compressionGzip,0.0005549203178168506
level6,0.0002229557078319873
level2,0.0001312536797342327
disableCompressibilityTesting,0.00012857500199379645
level5,8.271883922122081e-05
level3,4.8470251998001955e-05
encryption,4.278105199757054e-05
#yes,4.195628348834525e-05
level4,4.172737637996394e-05
unlimitedWindowSize,1.1217424163411035e-05
compressionLzo,1.8829881135796356e-06
compression,1.6071081626367325e-06
level7,1.15658939064939e-07
level8,3.4298052386123586e-08
