,SampleAlgorithm,%FeatureSelection,#Features,FeatureImportance,OriginalFS,Algorithm,%Configurations,Dummy,StartTime,EndTime
0,distBased,0.3,12,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:20:24.078731,2024-01-30 22:20:27.278376
10,distBased,0.3,12,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:20:27.280636,2024-01-30 22:20:33.618217
20,distBased,0.3,12,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:20:33.623579,2024-01-30 22:20:45.895993
30,distBased,0.3,12,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:20:45.901004,2024-01-30 22:21:04.266706
40,distBased,0.3,12,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:21:04.271338,2024-01-30 22:21:28.333870
50,distBased,0.3,12,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:21:28.337559,2024-01-30 22:22:03.805128
60,distBased,0.3,12,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:22:03.809807,2024-01-30 22:22:43.838064
70,distBased,0.3,12,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:22:43.841856,2024-01-30 22:23:22.504863
80,distBased,0.3,12,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:23:22.508705,2024-01-30 22:23:56.509795
90,distBased,0.3,12,True,RandomForest,DecisionTree,,,2024-01-30 22:20:24.055854,2024-01-30 22:23:56.515240
100,distBased,0.4,16,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:23:58.901295,2024-01-30 22:24:04.548357
110,distBased,0.4,16,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:24:04.553043,2024-01-30 22:24:11.394412
120,distBased,0.4,16,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:24:11.398880,2024-01-30 22:24:31.799849
130,distBased,0.4,16,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:24:31.804381,2024-01-30 22:24:55.218947
140,distBased,0.4,16,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:24:55.223726,2024-01-30 22:25:40.785991
150,distBased,0.4,16,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:25:40.789323,2024-01-30 22:26:21.862612
160,distBased,0.4,16,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:26:21.867104,2024-01-30 22:27:10.152249
170,distBased,0.4,16,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:27:10.158150,2024-01-30 22:28:10.480529
180,distBased,0.4,16,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:28:10.485873,2024-01-30 22:29:04.376299
190,distBased,0.4,16,True,RandomForest,DecisionTree,,,2024-01-30 22:23:58.821720,2024-01-30 22:29:04.381260
200,distBased,0.5,20,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:29:06.385611,2024-01-30 22:29:10.904644
210,distBased,0.5,20,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:29:10.908021,2024-01-30 22:29:21.529325
220,distBased,0.5,20,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:29:21.532661,2024-01-30 22:29:35.672444
230,distBased,0.5,20,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:29:35.676844,2024-01-30 22:30:13.797044
240,distBased,0.5,20,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:30:13.801555,2024-01-30 22:30:59.861959
250,distBased,0.5,20,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:30:59.866403,2024-01-30 22:31:52.466226
260,distBased,0.5,20,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:31:52.472179,2024-01-30 22:32:52.666053
270,distBased,0.5,20,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:32:52.671160,2024-01-30 22:33:53.549549
280,distBased,0.5,20,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:33:53.554461,2024-01-30 22:34:53.223304
290,distBased,0.5,20,True,RandomForest,DecisionTree,,,2024-01-30 22:29:06.350686,2024-01-30 22:34:53.227203
300,distBased,0.6,25,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:34:55.146206,2024-01-30 22:35:02.680573
310,distBased,0.6,25,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:35:02.685472,2024-01-30 22:35:25.289763
320,distBased,0.6,25,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:35:25.294165,2024-01-30 22:36:14.634014
330,distBased,0.6,25,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:36:14.638540,2024-01-30 22:36:58.960058
340,distBased,0.6,25,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:36:58.963368,2024-01-30 22:37:39.310980
350,distBased,0.6,25,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:37:39.315457,2024-01-30 22:38:16.254114
360,distBased,0.6,25,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:38:16.258441,2024-01-30 22:39:03.845011
370,distBased,0.6,25,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:39:03.849967,2024-01-30 22:39:47.640850
380,distBased,0.6,25,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:39:47.644607,2024-01-30 22:40:44.220135
390,distBased,0.6,25,True,RandomForest,DecisionTree,,,2024-01-30 22:34:55.021132,2024-01-30 22:40:44.225086
400,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:40:46.421656,2024-01-30 22:40:49.865328
410,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:40:49.870175,2024-01-30 22:40:55.571113
420,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:40:55.575492,2024-01-30 22:41:10.326030
430,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:41:10.330372,2024-01-30 22:41:24.356524
440,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:41:24.360873,2024-01-30 22:41:44.266599
450,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:41:44.271068,2024-01-30 22:42:17.040187
460,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:42:17.044399,2024-01-30 22:42:53.549741
470,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:42:53.555468,2024-01-30 22:43:31.959535
480,divDistBased,0.3,12,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:43:31.964355,2024-01-30 22:44:06.033321
490,divDistBased,0.3,12,True,RandomForest,DecisionTree,,,2024-01-30 22:40:46.393264,2024-01-30 22:44:06.037534
500,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:44:07.994636,2024-01-30 22:44:13.033907
510,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:44:13.038328,2024-01-30 22:44:19.142553
520,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:44:19.146822,2024-01-30 22:44:30.186624
530,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:44:30.190240,2024-01-30 22:44:42.673100
540,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:44:42.676263,2024-01-30 22:44:59.500309
550,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:44:59.505480,2024-01-30 22:45:24.078907
560,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:45:24.084463,2024-01-30 22:45:53.983305
570,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:45:53.987611,2024-01-30 22:46:24.861769
580,divDistBased,0.4,16,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:46:24.866762,2024-01-30 22:46:58.498054
590,divDistBased,0.4,16,True,RandomForest,DecisionTree,,,2024-01-30 22:44:07.929908,2024-01-30 22:46:58.502358
600,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:47:00.596092,2024-01-30 22:47:05.709110
610,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:47:05.713979,2024-01-30 22:47:19.280399
620,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:47:19.285313,2024-01-30 22:47:36.081715
630,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:47:36.086014,2024-01-30 22:48:03.344291
640,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:48:03.348648,2024-01-30 22:48:33.191433
650,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:48:33.195756,2024-01-30 22:49:04.769562
660,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:49:04.772931,2024-01-30 22:49:35.251177
670,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:49:35.254420,2024-01-30 22:50:15.895156
680,divDistBased,0.5,20,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:50:15.898373,2024-01-30 22:50:58.907141
690,divDistBased,0.5,20,True,RandomForest,DecisionTree,,,2024-01-30 22:47:00.512495,2024-01-30 22:50:58.911493
700,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:51:01.269225,2024-01-30 22:51:07.719040
710,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:51:07.722579,2024-01-30 22:51:22.829744
720,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:51:22.833938,2024-01-30 22:51:44.571367
730,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:51:44.575073,2024-01-30 22:52:05.827213
740,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:52:05.831403,2024-01-30 22:52:40.415960
750,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:52:40.420746,2024-01-30 22:53:12.571763
760,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:53:12.576737,2024-01-30 22:53:54.034938
770,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:53:54.039708,2024-01-30 22:54:37.334711
780,divDistBased,0.6,25,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:54:37.338894,2024-01-30 22:55:27.294131
790,divDistBased,0.6,25,True,RandomForest,DecisionTree,,,2024-01-30 22:51:01.169002,2024-01-30 22:55:27.297906
800,henard,0.3,12,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:55:28.907859,2024-01-30 22:55:33.058139
810,henard,0.3,12,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:55:33.062508,2024-01-30 22:55:39.472748
820,henard,0.3,12,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:55:39.477701,2024-01-30 22:55:48.660636
830,henard,0.3,12,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:55:48.665048,2024-01-30 22:56:03.203046
840,henard,0.3,12,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:56:03.206328,2024-01-30 22:56:15.568339
850,henard,0.3,12,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:56:15.573173,2024-01-30 22:56:44.479912
860,henard,0.3,12,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:56:44.485041,2024-01-30 22:57:16.242017
870,henard,0.3,12,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:57:16.246534,2024-01-30 22:57:43.023105
880,henard,0.3,12,True,RandomForest,DecisionTree,0.9,False,2024-01-30 22:57:43.026082,2024-01-30 22:58:00.134947
890,henard,0.3,12,True,RandomForest,DecisionTree,,,2024-01-30 22:55:28.873692,2024-01-30 22:58:00.139380
900,henard,0.4,16,True,RandomForest,DecisionTree,0.1,False,2024-01-30 22:58:01.548091,2024-01-30 22:58:06.090237
910,henard,0.4,16,True,RandomForest,DecisionTree,0.2,False,2024-01-30 22:58:06.095222,2024-01-30 22:58:10.352003
920,henard,0.4,16,True,RandomForest,DecisionTree,0.3,False,2024-01-30 22:58:10.355127,2024-01-30 22:58:24.216392
930,henard,0.4,16,True,RandomForest,DecisionTree,0.4,False,2024-01-30 22:58:24.221402,2024-01-30 22:58:38.820981
940,henard,0.4,16,True,RandomForest,DecisionTree,0.5,False,2024-01-30 22:58:38.826010,2024-01-30 22:59:02.787051
950,henard,0.4,16,True,RandomForest,DecisionTree,0.6,False,2024-01-30 22:59:02.790604,2024-01-30 22:59:32.427960
960,henard,0.4,16,True,RandomForest,DecisionTree,0.7,False,2024-01-30 22:59:32.432624,2024-01-30 22:59:58.297568
970,henard,0.4,16,True,RandomForest,DecisionTree,0.8,False,2024-01-30 22:59:58.302618,2024-01-30 23:00:27.920731
980,henard,0.4,16,True,RandomForest,DecisionTree,0.9,False,2024-01-30 23:00:27.925435,2024-01-30 23:00:58.912707
990,henard,0.4,16,True,RandomForest,DecisionTree,,,2024-01-30 22:58:01.522436,2024-01-30 23:00:58.917670
1000,henard,0.5,20,True,RandomForest,DecisionTree,0.1,False,2024-01-30 23:01:00.924149,2024-01-30 23:01:05.559278
1010,henard,0.5,20,True,RandomForest,DecisionTree,0.2,False,2024-01-30 23:01:05.563579,2024-01-30 23:01:19.183401
1020,henard,0.5,20,True,RandomForest,DecisionTree,0.3,False,2024-01-30 23:01:19.187717,2024-01-30 23:01:33.969866
