,importance
CGSolver,2.3966772184370154e+17
BiCGSTABSolver,2.3966772184370003e+17
LoopSolver,2.3966772184369946e+17
GradientSolver,2.396677218436993e+17
post_0,2.3412051197370326e+17
post_1,2.3412051197370022e+17
post_2,2.341205119736973e+17
post_3,2.3412051197369706e+17
post_4,2.3412051197369677e+17
post_5,2.3412051197369622e+17
post_6,2.3412051197369613e+17
SeqSOR,1.217854428806002e+17
SeqGS,1.2178544288059904e+17
pre_0,8.026850704924046e+16
pre_1,8.026850704924016e+16
pre_2,8.02685070492391e+16
pre_3,8.026850704923853e+16
pre_4,8.026850704923795e+16
pre_5,8.026850704923782e+16
pre_6,8.026850704923768e+16
cells_50,7500252088558224.0
cells_51,7500252088557894.0
cells_52,7500252088557117.0
cells_53,7500252088556090.0
cells_54,7500252088555765.0
cells_55,7500252088555265.0
#yes,0.0
