,importance
GradientSolver,1.291249195952584e+17
LoopSolver,1.2912491959525808e+17
BiCGSTABSolver,1.2912491959525784e+17
CGSolver,1.2912491959525683e+17
post_6,6.357066477013087e+16
post_5,6.3570664770130264e+16
post_4,6.357066477013003e+16
post_3,6.357066477012934e+16
post_2,6.357066477012903e+16
post_1,6.357066477012701e+16
post_0,6.357066477012432e+16
pre_6,3.0635394418247304e+16
pre_5,3.063539441824699e+16
pre_4,3.0635394418246876e+16
pre_3,3.0635394418246516e+16
pre_2,3.063539441824639e+16
pre_1,3.0635394418245296e+16
pre_0,3.0635394418244344e+16
SeqGS,1.3263400024431988e+16
SeqSOR,1.3263400024430904e+16
cells_50,1.0419100112598546e+16
cells_51,1.0419100112598104e+16
cells_52,1.0419100112597706e+16
cells_53,1.0419100112596656e+16
cells_54,1.0419100112596232e+16
cells_55,1.0419100112595684e+16
#yes,0.0
