,importance
cells_50,2.5107087281654224e+17
cells_52,2.510708728165411e+17
cells_51,2.510708728165411e+17
cells_53,2.5107087281653997e+17
cells_54,2.510708728165394e+17
cells_55,2.5107087281653894e+17
post_6,2.4047246487044154e+17
post_5,2.4047246487044112e+17
post_4,2.404724648704411e+17
post_3,2.4047246487044026e+17
post_2,2.4047246487043978e+17
post_1,2.4047246487043798e+17
post_0,2.404724648704348e+17
pre_1,2.892988450492985e+16
pre_0,2.8929884504929508e+16
pre_3,2.8929884504927704e+16
pre_4,2.892988450492742e+16
pre_2,2.89298845049274e+16
pre_5,2.8929884504927384e+16
pre_6,2.8929884504927084e+16
SeqSOR,1.5994202189471812e+16
SeqGS,1.599420218947112e+16
GradientSolver,7230149641626692.0
LoopSolver,7230149641625987.0
BiCGSTABSolver,7230149641625592.0
CGSolver,7230149641624008.0
#yes,0.0
