features,importance
DEBUG_INFO,0.32994535776022116
active_options,0.19435231742264256
X86_NEED_RELOCS,0.11356276329922145
DEBUG_INFO_REDUCED,0.11221854514680309
DEBUG_INFO_SPLIT,0.08425236170654042
UBSAN_SANITIZE_ALL,0.03556317054430839
RANDOMIZE_BASE,0.031190668022211973
KASAN,0.010849438882347132
UBSAN_ALIGNMENT,0.008360595493509683
GCOV_PROFILE_ALL,0.008358479189204376
KASAN_OUTLINE,0.007758716161695948
DRM_NOUVEAU,0.004545779311160265
XFS_DEBUG,0.0030029684750146526
DRM_RADEON,0.001746683718733636
MISDN_W6692,0.0017234256692419605
DRM_AMDGPU,0.0015554839072927117
XFS_FS,0.0012908012380494383
DQL,0.0010942304371513707
KCOV_INSTRUMENT_ALL,0.0009302934959984254
AGP_SIS,0.0008787830832258972
HPET,0.0008748896940840241
UBSAN_NULL,0.0007864650178292074
USB_ETH_EEM,0.0006297242648145165
MISDN_SPEEDFAX,0.0006274396144901244
MAXSMP,0.0005876868130634184
CONSTRUCTORS,0.0005321378950399676
ACPI_DEBUGGER_USER,0.0005242897693458326
KEYS_COMPAT,0.000518586465944074
MAY_USE_DEVLINK,0.0004912015218632216
SCSI_ISCSI_ATTRS,0.0004888667829890589
ROMFS_FS,0.00047790977949678737
VME_FAKE,0.00047273913866356605
HOTPLUG_PCI_SHPC,0.0004687075998332153
VIDEO_S5C73M3,0.00044797490442645817
AQUANTIA_PHY,0.00042366243064540865
X86_VSMP,0.00041186285664520966
BLK_MQ_PCI,0.00040456412526286394
BLK_DEV_PCIESSD_MTIP32XX,0.00039732789221981496
XEN_BALLOON_MEMORY_HOTPLUG,0.0003735067557238443
IWLDVM,0.00037240214335920903
FB_RIVA_I2C,0.000360341476243506
COMEDI_NI_LABPC_CS,0.00035206368538188423
BLK_DEV_BSG,0.0003461942233562333
SND_SEQ_HRTIMER_DEFAULT,0.00031872235178674303
CHR_DEV_SG,0.00030399024294934057
FB_MATROX_G,0.00030279261843506745
IMG_ASCII_LCD,0.0002886088701779769
UNIX,0.000288529223232711
REISERFS_FS_SECURITY,0.00027572318884440665
F2FS_FAULT_INJECTION,0.00027439811511681243
SND_JACK_INPUT_DEV,0.00026608904396042293
MCP3422,0.000264807757649196
DRM_I2C_NXP_TDA998X,0.00026312468611927673
ECHO,0.0002466180080132037
DRM_SAVAGE,0.000245029732764726
MMU_NOTIFIER,0.00022726321533481837
FB_SAVAGE,0.00022358007656320936
CROS_EC_LPC_MEC,0.00022140386185691064
VIDEO_WM8775,0.00021570110004709637
NET_VENDOR_DEC,0.00020143911698580305
RTC_DRV_DS1742,0.00020112501813530773
PMIC_ADP5520,0.0002000759177126443
CAN_SOFTING_CS,0.00019659481914956482
FS_IOMAP,0.00019391668520838792
SBITMAP,0.0001935548378477428
NF_LOG_IPV4,0.00019282346858491158
FAIL_IO_TIMEOUT,0.00019266261033119175
TELCLOCK,0.00019058098753154342
CNIC,0.00018584081766843464
NET_SCH_FQ,0.00018107073505869197
ION_CHUNK_HEAP,0.00018089048585216645
BLK_DEV_BSGLIB,0.0001737794228974868
RAPIDIO_DMA_ENGINE,0.0001719226338865374
NET_ACT_VLAN,0.00016682284193810055
CRYPTO_SKEIN,0.00016097440887407789
WIRELESS_WDS,0.000158985961379912
HID_MICROSOFT,0.00015866687189107094
PALMAS_GPADC,0.00015563521884903343
RING_BUFFER_STARTUP_TEST,0.000155409905355592
MEMORY_FAILURE,0.00015476332260179113
RTC_DRV_EM3027,0.0001521009681989811
FS_MBCACHE,0.00014999430541004136
USB_DWC3_PCI,0.00014953686266913394
SLABINFO,0.00014874121775951076
XFRM_SUB_POLICY,0.0001484513067676049
DA9062_WATCHDOG,0.00014514830509085674
TRACER_MAX_TRACE,0.0001444595916380344
PARAVIRT_CLOCK,0.0001407596758665912
JBD2,0.00013947991967991856
IXGB,0.00013931708955695177
BCM87XX_PHY,0.00013893927536909708
KALLSYMS_ABSOLUTE_PERCPU,0.00013588461154382373
BLK_SCSI_REQUEST,0.00013456951486598125
GOOGLE_COREBOOT_TABLE,0.0001322976271753134
MLX5_FPGA,0.00013222255038590955
BT_HCIBLUECARD,0.0001315626204364014
TTPCI_EEPROM,0.00012657295035369
I2C_PIIX4,0.00012378788237553715
IPX,0.00011682695218024109
DST_CACHE,0.00011646019276782089
GPIO_SCH311X,0.0001162619410652332
SENSORS_LM78,0.00011592498762075078
SERIAL_MAX3100,0.00011565684839801287
XPS,0.00011364022355591026
SENSORS_LTC2978,0.00011349190767027019
BLK_DEV_OFFBOARD,0.00011344855724009385
CPUMASK_OFFSTACK,0.00011250230207877762
WMI_BMOF,0.0001111048121607448
CHARGER_RT9455,0.00011052886448101676
HYPERV_TSCPAGE,0.00010961981380768377
LOCK_STAT,0.00010789250370026767
IPV6_TUNNEL,0.00010757525770409831
KVM_GUEST,0.00010610900890925265
SENSORS_TSL2563,0.00010578247571886008
SCSI_DMA,0.00010490341604491722
COMEDI_USBDUXSIGMA,0.000102477784380275
I2C_DESIGNWARE_PCI,0.00010182701272557247
PROVE_RCU,0.00010178985012804759
CRYPTO_SHA256_SSSE3,9.985175244507417e-05
REGULATOR_DEBUG,9.927697556185934e-05
NET_VENDOR_8390,9.46342074314321e-05
INTEL_PMC_CORE,9.372100790557668e-05
MMC_BLOCK,9.367126221435931e-05
MSDOS_FS,9.123468636256158e-05
MFD_SEC_CORE,9.062348139564957e-05
HID_SENSOR_ALS,8.915282774288732e-05
SWAP,8.889918786747854e-05
DRM_TI_TFP410,8.881397636438247e-05
DRM_I915_ALPHA_SUPPORT,8.676363811709227e-05
NLS_ISO8859_9,8.459943119649402e-05
BLK_MQ_VIRTIO,8.459235986745423e-05
OF_EARLY_FLATTREE,8.268311401192694e-05
DEFAULT_SECURITY_DAC,8.07735612486055e-05
ATOMIC64_SELFTEST,8.072996918463084e-05
PRINTK,8.063124807371879e-05
READABLE_ASM,8.015337609994131e-05
FIREWIRE,7.957118934985036e-05
CRYPTO_AUTHENC,7.777582494090654e-05
NVME_RDMA,7.687461779859689e-05
JFS_DEBUG,7.67103441019093e-05
AD7291,7.66276024244799e-05
REGULATOR_GPIO,7.65800951611229e-05
MFD_MENF21BMC,7.616774672693619e-05
PACKET,7.573896584444805e-05
SPI_ROCKCHIP,7.519934729667687e-05
BT_RFCOMM_TTY,7.302592978182404e-05
SENSORS_HMC5843,7.26960395233969e-05
GPIO_PCA953X_IRQ,7.226671048630303e-05
OPENVSWITCH,7.137079123087345e-05
LEDS_TRIGGER_TRANSIENT,7.021109248080654e-05
JFFS2_SUMMARY,6.933402979462523e-05
KEXEC_VERIFY_SIG,6.907018253282447e-05
IOSCHED_NOOP,6.81691558219935e-05
REGULATOR_LP8755,6.809743870484752e-05
SENSORS_ACPI_POWER,6.809484826345237e-05
KEYBOARD_GPIO,6.638088865709214e-05
XZ_DEC_ARM,6.554623827840514e-05
MFD_TC3589X,6.550522992130577e-05
UFS_FS,6.531713403884907e-05
DRM_GMA500,6.471395900455718e-05
WAN,6.45382517011498e-05
X86_PCC_CPUFREQ,6.401953168558297e-05
NCP_FS,6.382959086106835e-05
GPIO_LP3943,6.34133734772579e-05
MMC35240,6.286210916499174e-05
WARN_ALL_UNSEEDED_RANDOM,6.283639628131642e-05
DM_MIRROR,6.275426576698644e-05
SENSORS_NCT7904,6.249784673775543e-05
UHID,5.986101713960314e-05
MEDIA_DIGITAL_TV_SUPPORT,5.8974402611355436e-05
NLS_CODEPAGE_437,5.859018286220288e-05
ACPI_SLEEP,5.7071431728552705e-05
BPF_EVENTS,5.643009803618776e-05
SENSORS_TC654,5.603637887413433e-05
HVC_DRIVER,5.5643109567455825e-05
AK8974,5.554748523584249e-05
EXT4_FS_SECURITY,5.5519081892491725e-05
MD_LINEAR,5.4541305474101335e-05
IIO_TRIGGERED_EVENT,5.433180912369996e-05
DVB_TUNER_ITD1000,5.430856090798388e-05
LOGIWHEELS_FF,5.42168426749933e-05
SND_DYNAMIC_MINORS,5.382055495146549e-05
FAIR_GROUP_SCHED,5.338824577338043e-05
DRM_I915,5.312238252155644e-05
ATM_TCP,5.264917951276262e-05
SENSORS_I5500,5.214014820187461e-05
HOTPLUG_CPU,5.183923694778423e-05
LCD_HX8357,5.1761518435311744e-05
INTEL_GTT,5.143135322925166e-05
QUOTA_DEBUG,5.087692248311795e-05
BLK_CMDLINE_PARSER,5.086379563600067e-05
SND_SOC_INTEL_BXT_RT298_MACH,5.0698736715727026e-05
FB_ASILIANT,4.989534699111898e-05
FIREWIRE_NOSY,4.974406183957208e-05
SND_FM801_TEA575X_BOOL,4.9560452162741236e-05
JOLIET,4.914677025403402e-05
POSIX_MQUEUE,4.874985896922829e-05
CAIF,4.872200236740267e-05
SENSORS_ADT7X10,4.855970039314871e-05
XILLYBUS,4.85481121983199e-05
ATM_CLIP_NO_ICMP,4.8368405479968695e-05
X25,4.7810010481559886e-05
DRM_TTM,4.763542392726979e-05
USB_EZUSB_FX2,4.74808436528221e-05
LEDS_MT6323,4.7452052693531314e-05
MDIO,4.735622506820514e-05
GPIO_RC5T583,4.714960997547003e-05
SCSI_MQ_DEFAULT,4.689789556089375e-05
FSCACHE_DEBUG,4.6621315583845534e-05
SERIAL_IFX6X60,4.60808095239912e-05
VMIVME_7805,4.583552242334085e-05
DEBUG_HOTPLUG_CPU0,4.573371665181248e-05
SENSORS_LM83,4.564680253328681e-05
MOUSE_CYAPA,4.553005187468474e-05
MULTIUSER,4.5086687226320964e-05
PAGE_POISONING_NO_SANITY,4.4873135394808885e-05
IPV6,4.467952031966615e-05
TABLET_USB_AIPTEK,4.464646316495106e-05
FSL_EDMA,4.4212097374949944e-05
AUXDISPLAY,4.380646617215795e-05
DVB_LG2160,4.340665711919303e-05
AUDITSYSCALL,4.326716350102364e-05
TIPC,4.3140635810226744e-05
GENERIC_TRACER,4.306441948265141e-05
BT_HCIBTUSB,4.27111600307972e-05
BATTERY_DS2781,4.231564358441553e-05
INPUT_BMA150,4.2298196789215295e-05
BACKLIGHT_ADP8870,4.19808387146918e-05
X86_AMD_PLATFORM_DEVICE,4.1978754669710435e-05
PRINTK_NMI,4.185771879971205e-05
INPUT_AD714X,4.153938821201728e-05
DCA,4.1239011093994866e-05
NOP_TRACER,4.1000236611145065e-05
RTC_DRV_RV8803,4.09944406983574e-05
IOMMU_SUPPORT,4.058277127381879e-05
TCP_CONG_CDG,4.0211316679436416e-05
XZ_DEC_SPARC,3.9605709953816755e-05
ATA,3.9015062738337154e-05
USBPCWATCHDOG,3.8878706351173274e-05
842_COMPRESS,3.8636345414295806e-05
TSL2583,3.858290693753195e-05
TOUCHSCREEN_CYTTSP_I2C,3.807047821211796e-05
USB_HSIC_USB4604,3.79881743157737e-05
TRACE_EVAL_MAP_FILE,3.785418806193152e-05
SENSORS_W83L786NG,3.772081944055942e-05
LEDS_MLXCPLD,3.758948127856552e-05
