,importance
PS32K,0.4495662241965303
HAVE_CRYPTO,0.4244359028968921
PS16K,0.10246150844351724
PS8K,0.019137214030292813
PS1K,0.002014072716923053
HAVE_HASH,0.0012318273661893764
PS4K,0.0011430416132831773
DIAGNOSTIC,5.530651899184139e-06
HAVE_STATISTICS,1.5453778211812119e-06
#yes,1.0018611165103141e-06
HAVE_VERIFY,4.908230690255148e-07
CS16MB,4.209756825706736e-07
HAVE_SEQUENCE,3.4019888341061485e-07
HAVE_REPLICATION,3.2950198150782973e-07
CS512MB,2.2258049582636738e-07
CS64MB,2.0169310748544554e-07
CS32MB,1.2507231523279952e-07
