,importance
PS32K,0.4474629551179612
HAVE_CRYPTO,0.4279090950957071
PS16K,0.10189646770574284
PS8K,0.018444642314550046
PS4K,0.0022138527197580766
HAVE_HASH,0.0011897349021331063
PS1K,0.0008739925903429172
DIAGNOSTIC,4.76803298734665e-06
HAVE_STATISTICS,1.4837901958056897e-06
#yes,9.861927240366622e-07
CS16MB,4.578468050383196e-07
HAVE_VERIFY,4.3969397641712716e-07
HAVE_SEQUENCE,2.8234453260942237e-07
HAVE_REPLICATION,2.7645708856234856e-07
CS64MB,2.023611762547257e-07
CS32MB,1.9019518258783122e-07
CS512MB,1.7263913618826165e-07
