,importance
HAVE_CRYPTO,0.41535968663929423
PS16K,0.337264252989479
PS1K,0.11350113625030252
PS32K,0.08617562775437622
PS8K,0.043758802838617536
HAVE_HASH,0.003914865917366053
PS4K,1.2159414074083046e-05
DIAGNOSTIC,9.600476991792663e-06
#yes,1.4274693953163439e-06
HAVE_VERIFY,8.308035798447944e-07
HAVE_STATISTICS,7.677912418913451e-07
HAVE_SEQUENCE,4.224209081219177e-07
HAVE_REPLICATION,3.9183399298988067e-07
CS32MB,2.700751801651654e-08
CS16MB,3.9016469876233796e-10
CS512MB,2.697701425416257e-12
CS64MB,0.0
