,importance
HAVE_CRYPTO,0.5741512208061152
PS32K,0.2573154589951045
PS16K,0.1525875517074411
PS8K,0.009382572816903816
PS1K,0.003991975137049806
PS4K,0.0012878718166888516
HAVE_HASH,0.0012727240535303013
DIAGNOSTIC,4.509614028273763e-06
HAVE_STATISTICS,3.276419683439151e-06
#yes,1.1224999290923589e-06
CS64MB,4.1321790533885073e-07
HAVE_VERIFY,3.8449351409631073e-07
HAVE_SEQUENCE,2.9078297696008396e-07
HAVE_REPLICATION,1.7954538867588329e-07
CS512MB,1.6636856226529553e-07
CS16MB,1.5075436762491964e-07
CS32MB,1.3097081065641545e-07
