,importance
PS32K,0.4511578040154153
HAVE_CRYPTO,0.42194823540483917
PS16K,0.10289095559578598
PS8K,0.019587924903610842
PS4K,0.003148752930493534
HAVE_HASH,0.001254446183192654
DIAGNOSTIC,6.689593466614862e-06
PS1K,1.6694014046450902e-06
HAVE_STATISTICS,1.5383050484428661e-06
#yes,5.333888680362098e-07
HAVE_VERIFY,4.912510074536913e-07
HAVE_REPLICATION,3.203915953255272e-07
CS16MB,2.0122881750004514e-07
CS64MB,1.506090050992493e-07
CS512MB,1.3081259448879175e-07
HAVE_SEQUENCE,8.113345250065542e-08
CS32MB,7.485140243520765e-08
