,importance
PS32K,0.4614398420772713
HAVE_CRYPTO,0.3958521951272327
PS16K,0.11513075345047401
PS8K,0.02198483522233801
PS1K,0.0025927983470335285
PS4K,0.0017150054261185995
HAVE_HASH,0.0012736042712589255
DIAGNOSTIC,4.921959043092464e-06
HAVE_STATISTICS,2.036466312685255e-06
HAVE_SEQUENCE,8.77534208717509e-07
HAVE_VERIFY,8.031346825480914e-07
HAVE_REPLICATION,5.888029385306495e-07
CS32MB,5.782817611061046e-07
CS64MB,4.317764681383953e-07
CS512MB,4.2473528323222315e-07
CS16MB,3.0338757489662594e-07
CACHESIZE,0.0
PAGESIZE,0.0
root,0.0
