,importance
PS32K,0.462179296909265
HAVE_CRYPTO,0.39836234977258494
PS16K,0.11262060749084513
PS8K,0.021366162262015605
PS1K,0.0023812906571003584
PS4K,0.0018195946986115509
HAVE_HASH,0.0012592119305508355
#yes,4.309337715340164e-06
DIAGNOSTIC,4.08927723275069e-06
HAVE_VERIFY,7.414089062162309e-07
HAVE_STATISTICS,6.099168664546595e-07
CS64MB,4.25789960392446e-07
HAVE_REPLICATION,3.3791497104502247e-07
CS32MB,2.959222702168658e-07
CS512MB,2.737119354678989e-07
HAVE_SEQUENCE,2.660807700015689e-07
CS16MB,1.3691839847465847e-07
