,importance
PS32K,0.4747312339976413
HAVE_CRYPTO,0.35998208759889366
PS16K,0.1325251531088511
PS8K,0.02687099917110211
PS4K,0.0032424780297240423
PS1K,0.0014856725323957932
HAVE_HASH,0.0011519785365341263
HAVE_STATISTICS,4.4854377369543604e-06
DIAGNOSTIC,3.2520366942057586e-06
HAVE_REPLICATION,1.1258914196698948e-06
HAVE_VERIFY,5.423211308214235e-07
HAVE_SEQUENCE,2.5329268110111503e-07
CS32MB,2.2546274435356636e-07
CS16MB,2.1301330823451384e-07
CS64MB,1.577743946263469e-07
CS512MB,1.4179474799273716e-07
CACHESIZE,0.0
PAGESIZE,0.0
root,0.0
