,importance
HAVE_CRYPTO,0.5796604170754956
PS32K,0.26288626728966685
PS16K,0.14277517640283313
PS8K,0.009940619292980254
PS1K,0.002632556306753702
HAVE_HASH,0.0013242524345134085
PS4K,0.0007701892870229735
DIAGNOSTIC,4.3835828076829185e-06
HAVE_STATISTICS,2.5914412119115027e-06
CS64MB,1.1333662617484658e-06
CS32MB,6.560539492987697e-07
#yes,5.709437933360017e-07
HAVE_VERIFY,4.333110382282348e-07
HAVE_SEQUENCE,2.9764619545663084e-07
HAVE_REPLICATION,2.2347386114207223e-07
CS512MB,1.3074453851131958e-07
CS16MB,1.0134707676640733e-07
