,importance
PS32K,0.44862141045945425
HAVE_CRYPTO,0.4229584127989332
PS16K,0.10422754740644849
PS8K,0.019837291806999984
PS1K,0.0018305801103937769
PS4K,0.0012784269454840882
HAVE_HASH,0.0012359659651840881
DIAGNOSTIC,6.031085532499196e-06
HAVE_STATISTICS,1.8806340734198667e-06
HAVE_VERIFY,5.62852696314266e-07
CS16MB,4.656859481472862e-07
HAVE_REPLICATION,4.034247694469065e-07
HAVE_SEQUENCE,3.6031293125734975e-07
CS512MB,2.6349572778370697e-07
CS64MB,2.0173124862951988e-07
CS32MB,1.95284174675409e-07
CACHESIZE,0.0
PAGESIZE,0.0
root,0.0
