,importance
PS32K,0.46482204974656427
HAVE_CRYPTO,0.3670749089206547
PS16K,0.13580433117143598
PS8K,0.026088783538611368
PS4K,0.003064359446659117
PS1K,0.0019847311020720054
HAVE_HASH,0.001130595448799213
#yes,2.1271569021492306e-05
HAVE_STATISTICS,4.506973767326664e-06
DIAGNOSTIC,2.410860642485312e-06
HAVE_REPLICATION,6.763651655748289e-07
HAVE_VERIFY,3.9119100928947664e-07
CS32MB,2.6866566080223276e-07
CS16MB,2.0052650819020736e-07
HAVE_SEQUENCE,1.941423359112098e-07
CS64MB,1.7249983771987624e-07
CS512MB,1.4783125462501607e-07
