,importance
ref_1,0.5223566541452368
ref_9,0.2578381391533002
no_mixed_refs,0.06485088018781922
no_fast_pskip,0.06262213077722031
no_mbtree,0.05113661311172817
ref_5,0.034742282401109034
no_8x8dct,0.005841052860530817
no_cabac,0.0005432547063620325
rc_lookahead_20,3.152118501734647e-05
no_deblock,1.9227644753962396e-05
rc_lookahead_60,8.36683440174757e-06
#yes,4.9707773718452695e-06
no_weightb,4.9062151484929054e-06
rc_lookahead_40,0.0
