,importance
min,0.22381992614176963
value_based,0.22058565619246268
memory_based,0.19713601884303988
max,0.16480285141990145
pollydefaulttilesize_4,0.0837792705712644
pollydefaulttilesize_1024,0.050591524597754074
pollyrtcmaxparameters_1,0.014684192989126932
none,0.008891194832044477
polly_parallel,0.007444655479990963
pollydefaulttilesize_16,0.007441954970562877
pollydefaulttilesize_64,0.0052454550443139705
polly,0.0050820118863108155
pollyoptmaxcoefficient_10000,0.004928653954277472
parallel_force,0.003023925347151783
pollyrtcmaxparameters_2,0.001225253795921539
pollyrtcmaxparameters_4,0.0005427996902477245
pollydefaulttilesize_256,0.00036381814716332186
parallel,0.0002623033269773024
pollyoptmaxconstantterm_10000,4.6663294950171875e-05
pollyoptmaxconstantterm_1000,3.5124827559895006e-05
polly_no_tiling,1.63131449948085e-05
pollyoptmaxconstantterm_100,1.5069658024342942e-05
pollyoptmaxcoefficient_10,8.907239143931643e-06
pollyoptmaxconstantterm_1,5.698142935059778e-06
pollyoptmaxcoefficient_1,3.656004089067809e-06
pollyrtcmaxparameters_16,3.6514471082365324e-06
polly_opt_simplify_deps,3.3868117658430596e-06
pollyoptmaxconstantterm_10,3.365370436186347e-06
pollyrtcmaxparameters_8,3.1560831879818775e-06
pollyoptmaxcoefficient_1000,2.0809778054182843e-06
pollyoptmaxcoefficient_100,1.4597677177251914e-06
pollyoptmaxcoefficient,0.0
pollyoptmaxconstantterm,0.0
polly_vectorizer,0.0
pollydefaulttilesize,0.0
pollyrtcmaxparameters,0.0
polly_opt_fusion,0.0
polly_dependences_analysis_type,0.0
polly_delinearize,0.0
root,0.0
