,importance
memory_based,296023895421990.4
value_based,296023895421985.2
parallel_force,158581776474435.97
parallel,158581776474433.97
polly,70833328672805.97
none,70833328672805.64
polly_parallel,64981752033049.445
pollyoptmaxconstantterm_100,60990787693861.97
pollyoptmaxconstantterm_1,60990787693861.96
pollyoptmaxconstantterm_10000,60990787693861.95
pollyoptmaxconstantterm_1000,60990787693861.83
pollyoptmaxconstantterm_10,60990787693861.766
min,60162444291780.99
max,60162444291774.96
polly_opt_simplify_deps,46800012220693.664
#yes,46800012220693.6
polly_no_tiling,46800012220689.484
pollyrtcmaxparameters_1,31987345960891.156
pollyrtcmaxparameters_2,31987345960890.914
pollyrtcmaxparameters_16,31987345960890.89
pollyrtcmaxparameters_8,31987345960890.32
pollyrtcmaxparameters_4,31987345960886.902
pollydefaulttilesize_256,26711512047930.34
pollydefaulttilesize_16,26711512047930.164
pollydefaulttilesize_1024,26711512047929.87
pollydefaulttilesize_64,26711512047929.387
pollydefaulttilesize_4,26711512047929.344
pollyoptmaxcoefficient_10,19620369520874.19
pollyoptmaxcoefficient_10000,19620369520871.68
pollyoptmaxcoefficient_1000,19620369520871.52
pollyoptmaxcoefficient_100,19620369520870.97
pollyoptmaxcoefficient_1,19620369520870.94
