,importance
polly_parallel,290405962827610.6
pollyoptmaxconstantterm_100,209425020084342.78
pollyoptmaxconstantterm_1,209425020084340.34
pollyoptmaxconstantterm_10,209425020084338.47
pollyoptmaxconstantterm_1000,209425020084336.22
pollyoptmaxconstantterm_10000,209425020084335.56
pollyoptmaxcoefficient_10000,124837041891759.38
pollyoptmaxcoefficient_10,124837041891759.25
pollyoptmaxcoefficient_1,124837041891757.98
pollyoptmaxcoefficient_1000,124837041891757.31
pollyoptmaxcoefficient_100,124837041891756.11
memory_based,110678454718866.19
value_based,110678454718861.42
max,104169437731973.48
min,104169437731968.3
polly_opt_simplify_deps,100999527339572.05
#yes,100999527339571.48
polly_no_tiling,100999527339565.97
parallel,88406908148469.06
parallel_force,88406908148467.62
pollyrtcmaxparameters_2,72477495064693.73
pollyrtcmaxparameters_1,72477495064693.03
pollyrtcmaxparameters_16,72477495064692.05
pollyrtcmaxparameters_8,72477495064689.02
pollyrtcmaxparameters_4,72477495064687.81
pollydefaulttilesize_1024,13175315204894.04
pollydefaulttilesize_256,13175315204890.146
pollydefaulttilesize_4,13175315204888.688
pollydefaulttilesize_16,13175315204887.523
pollydefaulttilesize_64,13175315204883.906
none,5240733277571.59
polly,5240733277569.977
