,importance
ref_9,0.3665652273189023
ref_1,0.3402627242669724
ref_5,0.13702970038941784
no_mixed_refs,0.062108739196903545
no_fast_pskip,0.05781566162953319
no_mbtree,0.03174231560295627
no_8x8dct,0.003227383278004126
#yes,0.0005276888427527102
no_cabac,0.0003958646713869806
rc_lookahead_60,9.500960202665249e-05
no_weightb,8.856172988617436e-05
rc_lookahead_20,8.005528163546525e-05
rc_lookahead_40,3.762369726256683e-05
no_deblock,2.344449235991387e-05
