,importance
root,152681345350711.9
pixelPerThread_1,60512678588670.86
pixelPerThread_4,60512678588667.3
pixelPerThread_3,60512678588665.37
pixelPerThread_2,60512678588663.33
Array2D,60490000381952.26
TextureMemory,60490000381945.87
Ldg,60490000381942.81
Linear2D,60490000381941.266
Linear1D,60490000381938.52
API,46830987882267.22
bs_64x2,22095484748900.008
bs_32x4,22095484748899.938
bs_128x2,22095484748898.777
bs_64x4,22095484748898.613
bs_32x8,22095484748898.188
bs_128x1,22095484748894.305
bs_32x2,22095484748894.24
bs_128x4,22095484748892.07
bs_64x8,22095484748891.715
bs_32x16,22095484748891.613
bs_256x2,22095484748891.535
bs_256x1,22095484748890.996
bs_64x1,22095484748890.98
bs_128x8,22095484748881.64
bs_64x16,22095484748880.98
bs_256x4,22095484748880.703
bs_32x32,22095484748880.15
bs_512x1,22095484748880.062
bs_512x2,22095484748879.625
bs_1024x1,22095484748870.1
bs_32x1,22095484748868.035
CUDA,7656120859150.974
OpenCL,7656120859148.992
Blocksize,6979343444553.166
padding_352,2685543575681.6445
padding_96,2685543575681.293
padding_480,2685543575681.2812
padding_416,2685543575680.953
padding_192,2685543575680.25
padding_128,2685543575680.0703
padding_512,2685543575679.5664
padding_320,2685543575679.547
padding_288,2685543575679.4688
padding_384,2685543575679.461
padding_256,2685543575679.3438
padding_224,2685543575679.3384
padding_160,2685543575679.285
padding_448,2685543575679.252
padding_32,2685543575679.226
padding_64,2685543575679.211
padding_0,2685543575678.1875
padding,878694336055.4232
LocalMemory,25.231299659756612
pixelPerThread,0.0078125
