,importance
pixelPerThread_1,177034104133555.72
pixelPerThread_3,177034104133548.9
pixelPerThread_4,177034104133548.84
pixelPerThread_2,177034104133547.94
API,62169583087064.61
padding_480,33648285096854.93
padding_416,33648285096854.867
padding_96,33648285096854.734
padding_352,33648285096854.71
padding_192,33648285096853.637
padding_512,33648285096853.105
padding_32,33648285096853.016
padding_128,33648285096852.91
padding_448,33648285096852.844
padding_288,33648285096852.816
padding_64,33648285096852.77
padding_256,33648285096852.71
padding_160,33648285096852.633
padding_0,33648285096852.473
padding_384,33648285096852.42
padding_224,33648285096852.336
padding_320,33648285096852.11
CUDA,28698423869819.562
OpenCL,28698423869818.676
Array2D,19405321545055.934
TextureMemory,19405321545051.29
Ldg,19405321545048.086
Linear2D,19405321545045.945
Linear1D,19405321545043.63
Blocksize,5989741917761.185
bs_64x2,5634437165534.979
bs_32x4,5634437165534.622
bs_64x4,5634437165533.346
bs_128x2,5634437165533.18
bs_32x8,5634437165532.018
bs_128x1,5634437165529.823
bs_32x2,5634437165529.72
bs_128x4,5634437165527.877
bs_32x16,5634437165526.622
bs_64x1,5634437165526.311
bs_256x1,5634437165525.565
bs_64x8,5634437165525.529
bs_256x2,5634437165525.459
bs_64x16,5634437165521.449
bs_256x4,5634437165520.382
bs_128x8,5634437165520.003
bs_32x32,5634437165519.795
bs_512x2,5634437165517.046
bs_512x1,5634437165514.624
bs_1024x1,5634437165509.877
bs_32x1,5634437165506.671
padding,3851351177828.9473
root,804912684.3719939
LocalMemory,19.18998975323627
pixelPerThread,0.015625
