,importance
Linear1D,62858778212529.37
Linear2D,62858778212528.04
Ldg,62858778212526.266
TextureMemory,62858778212525.49
Array2D,62858778212520.2
API,56160031261164.73
pixelPerThread_2,54835309330193.05
pixelPerThread_4,54835309330192.35
pixelPerThread_3,54835309330191.97
pixelPerThread_1,54835309330185.42
padding_480,12594967723452.531
padding_352,12594967723452.21
padding_96,12594967723452.195
padding_416,12594967723451.629
padding_192,12594967723451.574
padding_448,12594967723451.334
padding_160,12594967723451.25
padding_0,12594967723451.111
padding_128,12594967723451.11
padding_288,12594967723451.055
padding_384,12594967723451.04
padding_64,12594967723451.004
padding_512,12594967723450.969
padding_224,12594967723450.934
padding_320,12594967723450.908
padding_32,12594967723450.875
padding_256,12594967723450.543
Blocksize,9029668483544.613
padding,6052690777019.318
bs_32x1,5954478582822.871
bs_1024x1,5954478582819.263
bs_512x1,5954478582812.673
bs_512x2,5954478582810.688
bs_32x32,5954478582808.856
bs_64x16,5954478582808.329
bs_256x4,5954478582808.164
bs_128x8,5954478582807.873
bs_256x1,5954478582802.077
bs_64x1,5954478582801.983
bs_32x16,5954478582800.948
bs_256x2,5954478582800.519
bs_128x4,5954478582800.082
bs_64x8,5954478582800.061
bs_32x2,5954478582799.596
bs_128x1,5954478582798.604
bs_32x8,5954478582795.312
bs_64x4,5954478582794.743
bs_128x2,5954478582794.543
bs_32x4,5954478582793.94
bs_64x2,5954478582793.91
OpenCL,3682056876817.7495
CUDA,3682056876814.704
root,9400403.960208425
LocalMemory,20.49319638926515
pixelPerThread,0.015625
