,importance
pixelPerThread_2,81479651943512.17
pixelPerThread_4,81479651943511.44
pixelPerThread_3,81479651943511.02
pixelPerThread_1,81479651943504.47
bs_32x4,41820208508666.02
bs_64x2,41820208508665.68
bs_128x2,41820208508665.29
bs_64x4,41820208508664.88
bs_32x8,41820208508664.65
bs_128x1,41820208508661.17
bs_32x2,41820208508660.14
bs_64x8,41820208508659.9
bs_128x4,41820208508659.61
bs_256x2,41820208508659.1
bs_32x16,41820208508658.57
bs_64x1,41820208508657.95
bs_256x1,41820208508657.82
bs_128x8,41820208508651.945
bs_256x4,41820208508651.51
bs_64x16,41820208508651.37
bs_32x32,41820208508650.73
bs_512x2,41820208508649.164
bs_512x1,41820208508647.11
bs_1024x1,41820208508640.56
bs_32x1,41820208508636.98
OpenCL,41713357107031.92
CUDA,41713357107028.82
padding_480,41365750864809.49
padding_96,41365750864809.31
padding_352,41365750864809.2
padding_416,41365750864808.625
padding_192,41365750864808.56
padding_448,41365750864808.33
padding_160,41365750864808.26
padding_0,41365750864808.2
padding_128,41365750864808.14
padding_384,41365750864808.08
padding_512,41365750864808.04
padding_224,41365750864808.04
padding_320,41365750864808.0
padding_288,41365750864807.96
padding_64,41365750864807.92
padding_32,41365750864807.82
padding_256,41365750864807.65
TextureMemory,7335870896437.922
Linear1D,6070879122922.791
Linear2D,6070879122920.631
Ldg,6070879122917.918
Array2D,6070879122912.11
LocalMemory,632495886780.9305
#yes,632495886760.2422
