,importance
pixelPerThread_1,34945687003686.953
pixelPerThread_3,34945687003680.938
pixelPerThread_4,34945687003680.188
pixelPerThread_2,34945687003679.25
Linear1D,29330217225481.09
Linear2D,29330217225478.504
Ldg,29330217225476.234
TextureMemory,29330217225473.383
Array2D,29330217225466.37
CUDA,24391536538028.316
OpenCL,24391536538028.008
padding_352,17072918277346.836
padding_480,17072918277346.242
padding_416,17072918277345.738
padding_288,17072918277345.676
padding_384,17072918277345.652
padding_96,17072918277345.395
padding_128,17072918277345.125
padding_224,17072918277345.07
padding_64,17072918277344.605
padding_192,17072918277344.594
padding_160,17072918277344.531
padding_0,17072918277344.426
padding_448,17072918277344.334
padding_256,17072918277344.281
padding_512,17072918277344.225
padding_320,17072918277343.973
padding_32,17072918277343.969
root,11680913018826.625
bs_64x2,4540175983949.26
bs_128x2,4540175983949.044
bs_32x4,4540175983948.983
bs_32x8,4540175983947.708
bs_64x4,4540175983947.564
bs_32x2,4540175983945.235
bs_128x1,4540175983944.871
bs_128x4,4540175983942.073
bs_64x1,4540175983942.065
bs_256x1,4540175983941.358
bs_64x8,4540175983940.937
bs_256x2,4540175983940.835
bs_32x16,4540175983939.818
bs_256x4,4540175983934.953
bs_32x32,4540175983934.739
bs_128x8,4540175983934.543
bs_64x16,4540175983934.3545
bs_512x2,4540175983933.518
bs_512x1,4540175983930.313
bs_1024x1,4540175983925.028
bs_32x1,4540175983923.099
Blocksize,2141274499754.0796
padding,461340521040.9536
API,368457101861.5616
LocalMemory,20.864231071754787
pixelPerThread,0.0078125
