,importance
API,35514218615187.34
pixelPerThread_2,33867443717347.004
pixelPerThread_3,33867443717344.93
pixelPerThread_4,33867443717344.85
pixelPerThread_1,33867443717338.9
padding_352,31237864993767.54
padding_64,31237864993764.824
padding_480,31237864993764.105
padding_448,31237864993763.867
padding_256,31237864993763.75
padding_96,31237864993763.375
padding_224,31237864993762.99
padding_288,31237864993762.66
padding_320,31237864993761.945
padding_0,31237864993761.863
padding_192,31237864993761.664
padding_128,31237864993761.55
padding_512,31237864993761.523
padding_160,31237864993761.285
padding_416,31237864993761.16
padding_32,31237864993760.977
padding_384,31237864993760.156
bs_1024x1,4756029983358.253
bs_32x1,4756029983354.275
bs_512x1,4756029983345.975
bs_512x2,4756029983344.269
bs_32x32,4756029983343.357
bs_256x4,4756029983341.099
bs_128x8,4756029983340.115
bs_64x16,4756029983339.566
bs_64x1,4756029983335.835
bs_256x1,4756029983335.309
bs_256x2,4756029983334.763
bs_32x16,4756029983334.578
bs_128x4,4756029983334.478
bs_64x8,4756029983334.42
bs_32x2,4756029983330.306
bs_64x4,4756029983330.163
bs_128x1,4756029983329.923
bs_64x2,4756029983328.484
bs_32x8,4756029983326.035
bs_128x2,4756029983325.726
bs_32x4,4756029983319.868
CUDA,3046905176322.765
OpenCL,3046905176322.1543
Linear1D,1591871153050.4224
Linear2D,1591871153046.997
Ldg,1591871153045.0308
TextureMemory,1591871153043.331
Array2D,1591871153036.3103
padding,1184857973693.553
Blocksize,399851858006.3793
root,298228690.77382547
LocalMemory,22.472233690155477
pixelPerThread,0.0
