,importance
padding_256,133120888610269.94
padding_192,133120888610269.58
padding_448,133120888610269.53
padding_160,133120888610269.23
padding_32,133120888610269.16
padding_224,133120888610269.08
padding_288,133120888610268.78
padding_0,133120888610268.7
padding_320,133120888610268.6
padding_96,133120888610268.34
padding_128,133120888610267.92
padding_64,133120888610267.86
padding_512,133120888610267.3
padding_416,133120888610267.2
padding_352,133120888610267.1
padding_384,133120888610266.11
padding_480,133120888610265.78
TextureMemory,48776529968768.47
#yes,25759001367349.438
LocalMemory,25759001367328.746
pixelPerThread_1,19160347848746.87
pixelPerThread_3,19160347848740.594
pixelPerThread_4,19160347848739.996
pixelPerThread_2,19160347848739.12
OpenCL,14324914628329.188
CUDA,14324914628328.736
bs_32x1,3595737066210.875
bs_1024x1,3595737066208.5093
bs_512x1,3595737066204.2153
bs_32x32,3595737066201.2827
bs_512x2,3595737066200.1235
bs_64x16,3595737066198.5015
bs_256x4,3595737066197.494
bs_128x8,3595737066196.772
bs_32x16,3595737066194.41
bs_256x1,3595737066193.963
bs_256x2,3595737066192.8003
bs_64x8,3595737066192.5205
bs_128x1,3595737066190.635
bs_64x1,3595737066190.29
bs_128x4,3595737066189.853
bs_32x2,3595737066188.645
bs_64x4,3595737066186.491
bs_32x8,3595737066185.001
bs_128x2,3595737066184.1147
bs_64x2,3595737066183.703
bs_32x4,3595737066183.285
Linear1D,2741472765937.976
Linear2D,2741472765935.7437
Ldg,2741472765933.63
Array2D,2741472765923.54
