,importance
API,27464425026920.75
bs_32x1,9815570573119.953
bs_1024x1,9815570573110.324
bs_512x2,9815570573106.559
bs_32x32,9815570573105.512
bs_256x4,9815570573105.244
bs_64x16,9815570573104.994
bs_128x8,9815570573104.828
bs_512x1,9815570573103.744
bs_32x16,9815570573100.914
bs_64x1,9815570573100.525
bs_128x4,9815570573100.162
bs_64x8,9815570573100.158
bs_256x1,9815570573099.914
bs_256x2,9815570573098.336
bs_128x1,9815570573097.598
bs_32x8,9815570573097.47
bs_64x4,9815570573096.908
bs_32x2,9815570573096.633
bs_32x4,9815570573096.604
bs_64x2,9815570573096.215
bs_128x2,9815570573095.988
pixelPerThread_1,9440707112169.281
pixelPerThread_3,9440707112163.822
pixelPerThread_4,9440707112163.55
pixelPerThread_2,9440707112162.365
Array2D,6287210383724.357
TextureMemory,6287210383718.521
Ldg,6287210383717.426
Linear2D,6287210383715.449
Linear1D,6287210383714.746
padding_352,6176429288023.468
padding_480,6176429288023.343
padding_416,6176429288023.259
padding_0,6176429288023.039
padding_96,6176429288023.031
padding_192,6176429288022.924
padding_224,6176429288022.363
padding_448,6176429288022.306
padding_288,6176429288022.167
padding_320,6176429288022.164
padding_32,6176429288022.117
padding_384,6176429288022.115
padding_160,6176429288022.057
padding_64,6176429288022.047
padding_256,6176429288022.013
padding_128,6176429288021.895
padding_512,6176429288020.491
Blocksize,2990014371902.9165
root,1644462938620.2546
padding,742473148590.6855
CUDA,347780841734.21375
OpenCL,347780841732.6042
pixelPerThread,199115200.12268993
LocalMemory,26.9839712996245
