,importance
pixelPerThread_1,202225035465716.47
pixelPerThread_4,202225035465712.94
pixelPerThread_3,202225035465711.06
pixelPerThread_2,202225035465708.84
root,121966911653613.39
Array2D,78037705417519.48
TextureMemory,78037705417512.45
Ldg,78037705417509.47
Linear2D,78037705417508.22
Linear1D,78037705417505.75
padding_0,41516587844972.35
padding_448,41516587844971.42
padding_32,41516587844971.42
padding_64,41516587844971.33
padding_224,41516587844971.25
padding_256,41516587844971.234
padding_160,41516587844971.23
padding_512,41516587844971.14
padding_288,41516587844971.13
padding_384,41516587844971.016
padding_320,41516587844970.96
padding_128,41516587844970.63
padding_192,41516587844970.39
padding_416,41516587844969.625
padding_96,41516587844969.46
padding_480,41516587844969.23
padding_352,41516587844968.94
OpenCL,18370183283760.082
CUDA,18370183283758.613
bs_64x2,16176215589055.766
bs_32x4,16176215589055.486
bs_128x2,16176215589054.56
bs_64x4,16176215589054.287
bs_32x8,16176215589053.775
bs_128x1,16176215589050.068
bs_32x2,16176215589049.926
bs_128x4,16176215589047.895
bs_64x8,16176215589047.37
bs_32x16,16176215589047.223
bs_256x2,16176215589047.223
bs_256x1,16176215589046.586
bs_64x1,16176215589046.457
bs_128x8,16176215589037.23
bs_64x16,16176215589036.588
bs_256x4,16176215589036.541
bs_512x1,16176215589035.824
bs_32x32,16176215589035.658
bs_512x2,16176215589035.21
bs_1024x1,16176215589025.549
bs_32x1,16176215589023.814
API,12410958148933.053
padding,4759539229055.948
Blocksize,3640066890461.8555
LocalMemory,25.584066183891437
pixelPerThread,0.0
