,SampleAlgorithm,%FeatureSelection,#Features,FeatureImportance,OriginalFS,Algorithm,%Configurations,Dummy,StartTime,EndTime
0,distBased,1.0,22,False,None,LinearRegression,0.1,False,2024-03-30 14:17:04.885452,2024-03-30 14:17:07.552046
10,distBased,1.0,22,False,None,Lasso,0.1,False,2024-03-30 14:17:04.885452,2024-03-30 14:17:07.645368
20,distBased,1.0,22,False,None,Ridge,0.1,False,2024-03-30 14:17:04.885452,2024-03-30 14:17:07.697230
30,distBased,1.0,22,False,None,ElasticNet,0.1,False,2024-03-30 14:17:04.885452,2024-03-30 14:17:07.743309
40,distBased,1.0,22,False,None,PolynomialRegression,0.1,False,2024-03-30 14:17:04.885452,2024-03-30 14:17:07.746794
50,distBased,1.0,22,False,None,RandomForest,0.1,False,2024-03-30 14:17:04.885452,2024-03-30 14:17:08.144250
60,distBased,1.0,22,False,None,GradientBoostingTree,0.1,False,2024-03-30 14:17:04.885452,2024-03-30 14:17:08.560136
70,distBased,1.0,22,False,None,DecisionTree,0.1,False,2024-03-30 14:17:04.885452,2024-03-30 14:17:08.869031
80,distBased,1.0,22,False,None,LinearRegression,0.2,False,2024-03-30 14:17:08.872460,2024-03-30 14:17:12.259222
90,distBased,1.0,22,False,None,Lasso,0.2,False,2024-03-30 14:17:08.872460,2024-03-30 14:17:12.563956
100,distBased,1.0,22,False,None,Ridge,0.2,False,2024-03-30 14:17:08.872460,2024-03-30 14:17:12.875180
110,distBased,1.0,22,False,None,ElasticNet,0.2,False,2024-03-30 14:17:08.872460,2024-03-30 14:17:13.175988
120,distBased,1.0,22,False,None,PolynomialRegression,0.2,False,2024-03-30 14:17:08.872460,2024-03-30 14:17:13.181579
130,distBased,1.0,22,False,None,RandomForest,0.2,False,2024-03-30 14:17:08.872460,2024-03-30 14:17:13.817696
140,distBased,1.0,22,False,None,GradientBoostingTree,0.2,False,2024-03-30 14:17:08.872460,2024-03-30 14:17:14.443319
150,distBased,1.0,22,False,None,DecisionTree,0.2,False,2024-03-30 14:17:08.872460,2024-03-30 14:17:14.995729
160,distBased,1.0,22,False,None,LinearRegression,0.3,False,2024-03-30 14:17:14.999037,2024-03-30 14:17:18.666323
170,distBased,1.0,22,False,None,Lasso,0.3,False,2024-03-30 14:17:14.999037,2024-03-30 14:17:19.217502
180,distBased,1.0,22,False,None,Ridge,0.3,False,2024-03-30 14:17:14.999037,2024-03-30 14:17:19.761177
190,distBased,1.0,22,False,None,ElasticNet,0.3,False,2024-03-30 14:17:14.999037,2024-03-30 14:17:20.308923
200,distBased,1.0,22,False,None,PolynomialRegression,0.3,False,2024-03-30 14:17:14.999037,2024-03-30 14:17:20.315155
210,distBased,1.0,22,False,None,RandomForest,0.3,False,2024-03-30 14:17:14.999037,2024-03-30 14:17:21.155068
220,distBased,1.0,22,False,None,GradientBoostingTree,0.3,False,2024-03-30 14:17:14.999037,2024-03-30 14:17:22.055865
230,distBased,1.0,22,False,None,DecisionTree,0.3,False,2024-03-30 14:17:14.999037,2024-03-30 14:17:22.823906
240,distBased,1.0,22,False,None,LinearRegression,0.4,False,2024-03-30 14:17:22.827246,2024-03-30 14:17:26.939969
250,distBased,1.0,22,False,None,Lasso,0.4,False,2024-03-30 14:17:22.827246,2024-03-30 14:17:27.774479
260,distBased,1.0,22,False,None,Ridge,0.4,False,2024-03-30 14:17:22.827246,2024-03-30 14:17:28.593083
270,distBased,1.0,22,False,None,ElasticNet,0.4,False,2024-03-30 14:17:22.827246,2024-03-30 14:17:29.530660
280,distBased,1.0,22,False,None,PolynomialRegression,0.4,False,2024-03-30 14:17:22.827246,2024-03-30 14:17:29.534276
290,distBased,1.0,22,False,None,RandomForest,0.4,False,2024-03-30 14:17:22.827246,2024-03-30 14:17:30.732990
300,distBased,1.0,22,False,None,GradientBoostingTree,0.4,False,2024-03-30 14:17:22.827246,2024-03-30 14:17:31.934681
310,distBased,1.0,22,False,None,DecisionTree,0.4,False,2024-03-30 14:17:22.827246,2024-03-30 14:17:33.030375
320,distBased,1.0,22,False,None,LinearRegression,0.5,False,2024-03-30 14:17:33.033755,2024-03-30 14:17:37.676611
