,SampleAlgorithm,%FeatureSelection,#Features,FeatureImportance,OriginalFS,Algorithm,%Configurations,Dummy,StartTime,EndTime
0,distBased,1.0,34,False,None,LinearRegression,0.1,False,2024-03-30 14:15:25.632443,2024-03-30 14:15:27.500084
10,distBased,1.0,34,False,None,Lasso,0.1,False,2024-03-30 14:15:25.632443,2024-03-30 14:15:27.670377
20,distBased,1.0,34,False,None,Ridge,0.1,False,2024-03-30 14:15:25.632443,2024-03-30 14:15:27.877341
30,distBased,1.0,34,False,None,ElasticNet,0.1,False,2024-03-30 14:15:25.632443,2024-03-30 14:15:28.092553
40,distBased,1.0,34,False,None,PolynomialRegression,0.1,False,2024-03-30 14:15:25.632443,2024-03-30 14:15:28.097505
50,distBased,1.0,34,False,None,RandomForest,0.1,False,2024-03-30 14:15:25.632443,2024-03-30 14:15:28.398794
60,distBased,1.0,34,False,None,GradientBoostingTree,0.1,False,2024-03-30 14:15:25.632443,2024-03-30 14:15:28.644621
70,distBased,1.0,34,False,None,DecisionTree,0.1,False,2024-03-30 14:15:25.632443,2024-03-30 14:15:28.818783
80,distBased,1.0,34,False,None,LinearRegression,0.2,False,2024-03-30 14:15:28.822052,2024-03-30 14:15:31.092998
90,distBased,1.0,34,False,None,Lasso,0.2,False,2024-03-30 14:15:28.822052,2024-03-30 14:15:31.469284
100,distBased,1.0,34,False,None,Ridge,0.2,False,2024-03-30 14:15:28.822052,2024-03-30 14:15:31.895427
110,distBased,1.0,34,False,None,ElasticNet,0.2,False,2024-03-30 14:15:28.822052,2024-03-30 14:15:32.309414
120,distBased,1.0,34,False,None,PolynomialRegression,0.2,False,2024-03-30 14:15:28.822052,2024-03-30 14:15:32.312977
130,distBased,1.0,34,False,None,RandomForest,0.2,False,2024-03-30 14:15:28.822052,2024-03-30 14:15:32.765657
140,distBased,1.0,34,False,None,GradientBoostingTree,0.2,False,2024-03-30 14:15:28.822052,2024-03-30 14:15:33.167313
150,distBased,1.0,34,False,None,DecisionTree,0.2,False,2024-03-30 14:15:28.822052,2024-03-30 14:15:33.507976
160,distBased,1.0,34,False,None,LinearRegression,0.3,False,2024-03-30 14:15:33.516136,2024-03-30 14:15:37.163106
170,distBased,1.0,34,False,None,Lasso,0.3,False,2024-03-30 14:15:33.516136,2024-03-30 14:15:37.919788
180,distBased,1.0,34,False,None,Ridge,0.3,False,2024-03-30 14:15:33.516136,2024-03-30 14:15:38.535083
190,distBased,1.0,34,False,None,ElasticNet,0.3,False,2024-03-30 14:15:33.516136,2024-03-30 14:15:39.365199
200,distBased,1.0,34,False,None,PolynomialRegression,0.3,False,2024-03-30 14:15:33.516136,2024-03-30 14:15:39.368749
210,distBased,1.0,34,False,None,RandomForest,0.3,False,2024-03-30 14:15:33.516136,2024-03-30 14:15:40.044219
220,distBased,1.0,34,False,None,GradientBoostingTree,0.3,False,2024-03-30 14:15:33.516136,2024-03-30 14:15:40.655440
230,distBased,1.0,34,False,None,DecisionTree,0.3,False,2024-03-30 14:15:33.516136,2024-03-30 14:15:41.190667
240,distBased,1.0,34,False,None,LinearRegression,0.4,False,2024-03-30 14:15:41.193955,2024-03-30 14:16:27.253712
250,distBased,1.0,34,False,None,Lasso,0.4,False,2024-03-30 14:15:41.193955,2024-03-30 14:16:28.325360
260,distBased,1.0,34,False,None,Ridge,0.4,False,2024-03-30 14:15:41.193955,2024-03-30 14:16:29.466115
270,distBased,1.0,34,False,None,ElasticNet,0.4,False,2024-03-30 14:15:41.193955,2024-03-30 14:16:30.875273
280,distBased,1.0,34,False,None,PolynomialRegression,0.4,False,2024-03-30 14:15:41.193955,2024-03-30 14:16:30.878814
290,distBased,1.0,34,False,None,RandomForest,0.4,False,2024-03-30 14:15:41.193955,2024-03-30 14:16:31.831715
300,distBased,1.0,34,False,None,GradientBoostingTree,0.4,False,2024-03-30 14:15:41.193955,2024-03-30 14:16:32.673172
310,distBased,1.0,34,False,None,DecisionTree,0.4,False,2024-03-30 14:15:41.193955,2024-03-30 14:16:33.391542
320,distBased,1.0,34,False,None,LinearRegression,0.5,False,2024-03-30 14:16:33.394843,2024-03-30 14:20:10.198675
330,distBased,1.0,34,False,None,Lasso,0.5,False,2024-03-30 14:16:33.394843,2024-03-30 14:20:12.057489
340,distBased,1.0,34,False,None,Ridge,0.5,False,2024-03-30 14:16:33.394843,2024-03-30 14:20:13.848726
350,distBased,1.0,34,False,None,ElasticNet,0.5,False,2024-03-30 14:16:33.394843,2024-03-30 14:20:16.102486
360,distBased,1.0,34,False,None,PolynomialRegression,0.5,False,2024-03-30 14:16:33.394843,2024-03-30 14:20:16.113775
370,distBased,1.0,34,False,None,RandomForest,0.5,False,2024-03-30 14:16:33.394843,2024-03-30 14:20:18.315780
380,distBased,1.0,34,False,None,GradientBoostingTree,0.5,False,2024-03-30 14:16:33.394843,2024-03-30 14:20:20.242147
390,distBased,1.0,34,False,None,DecisionTree,0.5,False,2024-03-30 14:16:33.394843,2024-03-30 14:20:21.985929
400,distBased,1.0,34,False,None,LinearRegression,0.6,False,2024-03-30 14:20:21.989355,2024-03-30 14:23:08.363700
410,distBased,1.0,34,False,None,Lasso,0.6,False,2024-03-30 14:20:21.989355,2024-03-30 14:23:10.684336
420,distBased,1.0,34,False,None,Ridge,0.6,False,2024-03-30 14:20:21.989355,2024-03-30 14:23:12.839277
430,distBased,1.0,34,False,None,ElasticNet,0.6,False,2024-03-30 14:20:21.989355,2024-03-30 14:23:15.376856
440,distBased,1.0,34,False,None,PolynomialRegression,0.6,False,2024-03-30 14:20:21.989355,2024-03-30 14:23:15.386025
450,distBased,1.0,34,False,None,RandomForest,0.6,False,2024-03-30 14:20:21.989355,2024-03-30 14:23:17.932072
460,distBased,1.0,34,False,None,GradientBoostingTree,0.6,False,2024-03-30 14:20:21.989355,2024-03-30 14:23:20.262700
470,distBased,1.0,34,False,None,DecisionTree,0.6,False,2024-03-30 14:20:21.989355,2024-03-30 14:23:22.392841
480,distBased,1.0,34,False,None,LinearRegression,0.7,False,2024-03-30 14:23:22.396227,2024-03-30 14:26:00.122303
490,distBased,1.0,34,False,None,Lasso,0.7,False,2024-03-30 14:23:22.396227,2024-03-30 14:26:03.989481
500,distBased,1.0,34,False,None,Ridge,0.7,False,2024-03-30 14:23:22.396227,2024-03-30 14:26:07.924570
510,distBased,1.0,34,False,None,ElasticNet,0.7,False,2024-03-30 14:23:22.396227,2024-03-30 14:26:11.909334
520,distBased,1.0,34,False,None,PolynomialRegression,0.7,False,2024-03-30 14:23:22.396227,2024-03-30 14:26:11.914204
530,distBased,1.0,34,False,None,RandomForest,0.7,False,2024-03-30 14:23:22.396227,2024-03-30 14:26:16.599334
540,distBased,1.0,34,False,None,GradientBoostingTree,0.7,False,2024-03-30 14:23:22.396227,2024-03-30 14:26:20.924221
550,distBased,1.0,34,False,None,DecisionTree,0.7,False,2024-03-30 14:23:22.396227,2024-03-30 14:26:24.919831
560,distBased,1.0,34,False,None,LinearRegression,0.8,False,2024-03-30 14:26:24.924481,2024-03-30 14:31:02.999176
570,distBased,1.0,34,False,None,Lasso,0.8,False,2024-03-30 14:26:24.924481,2024-03-30 14:31:05.697287
580,distBased,1.0,34,False,None,Ridge,0.8,False,2024-03-30 14:26:24.924481,2024-03-30 14:31:08.039116
590,distBased,1.0,34,False,None,ElasticNet,0.8,False,2024-03-30 14:26:24.924481,2024-03-30 14:31:10.626125
600,distBased,1.0,34,False,None,PolynomialRegression,0.8,False,2024-03-30 14:26:24.924481,2024-03-30 14:31:10.629875
610,distBased,1.0,34,False,None,RandomForest,0.8,False,2024-03-30 14:26:24.924481,2024-03-30 14:31:13.533083
620,distBased,1.0,34,False,None,GradientBoostingTree,0.8,False,2024-03-30 14:26:24.924481,2024-03-30 14:31:16.149013
630,distBased,1.0,34,False,None,DecisionTree,0.8,False,2024-03-30 14:26:24.924481,2024-03-30 14:31:18.538897
640,distBased,1.0,34,False,None,LinearRegression,0.9,False,2024-03-30 14:31:18.542242,2024-03-30 14:35:39.439182
650,distBased,1.0,34,False,None,Lasso,0.9,False,2024-03-30 14:31:18.542242,2024-03-30 14:35:42.277926
660,distBased,1.0,34,False,None,Ridge,0.9,False,2024-03-30 14:31:18.542242,2024-03-30 14:35:44.990148
670,distBased,1.0,34,False,None,ElasticNet,0.9,False,2024-03-30 14:31:18.542242,2024-03-30 14:35:47.751143
680,distBased,1.0,34,False,None,PolynomialRegression,0.9,False,2024-03-30 14:31:18.542242,2024-03-30 14:35:47.754791
690,distBased,1.0,34,False,None,RandomForest,0.9,False,2024-03-30 14:31:18.542242,2024-03-30 14:35:48.683083
700,distBased,1.0,34,False,None,GradientBoostingTree,0.9,False,2024-03-30 14:31:18.542242,2024-03-30 14:35:49.410241
710,distBased,1.0,34,False,None,DecisionTree,0.9,False,2024-03-30 14:31:18.542242,2024-03-30 14:35:49.835336
720,distBased,1.0,34,False,None,DecisionTree,,,2024-03-30 14:15:25.631191,2024-03-30 14:35:49.838676
730,divDistBased,1.0,34,False,None,LinearRegression,0.1,False,2024-03-30 14:35:51.222213,2024-03-30 14:35:55.550980
740,divDistBased,1.0,34,False,None,Lasso,0.1,False,2024-03-30 14:35:51.222213,2024-03-30 14:35:56.008602
750,divDistBased,1.0,34,False,None,Ridge,0.1,False,2024-03-30 14:35:51.222213,2024-03-30 14:35:56.436990
760,divDistBased,1.0,34,False,None,ElasticNet,0.1,False,2024-03-30 14:35:51.222213,2024-03-30 14:35:56.903349
770,divDistBased,1.0,34,False,None,PolynomialRegression,0.1,False,2024-03-30 14:35:51.222213,2024-03-30 14:35:56.907163
780,divDistBased,1.0,34,False,None,RandomForest,0.1,False,2024-03-30 14:35:51.222213,2024-03-30 14:35:57.459511
790,divDistBased,1.0,34,False,None,GradientBoostingTree,0.1,False,2024-03-30 14:35:51.222213,2024-03-30 14:35:57.902983
800,divDistBased,1.0,34,False,None,DecisionTree,0.1,False,2024-03-30 14:35:51.222213,2024-03-30 14:35:58.238194
810,divDistBased,1.0,34,False,None,LinearRegression,0.2,False,2024-03-30 14:35:58.241706,2024-03-30 14:36:03.302586
820,divDistBased,1.0,34,False,None,Lasso,0.2,False,2024-03-30 14:35:58.241706,2024-03-30 14:36:04.014788
830,divDistBased,1.0,34,False,None,Ridge,0.2,False,2024-03-30 14:35:58.241706,2024-03-30 14:36:04.735782
840,divDistBased,1.0,34,False,None,ElasticNet,0.2,False,2024-03-30 14:35:58.241706,2024-03-30 14:36:05.464166
850,divDistBased,1.0,34,False,None,PolynomialRegression,0.2,False,2024-03-30 14:35:58.241706,2024-03-30 14:36:05.473278
860,divDistBased,1.0,34,False,None,RandomForest,0.2,False,2024-03-30 14:35:58.241706,2024-03-30 14:36:06.318294
870,divDistBased,1.0,34,False,None,GradientBoostingTree,0.2,False,2024-03-30 14:35:58.241706,2024-03-30 14:36:07.230042
880,divDistBased,1.0,34,False,None,DecisionTree,0.2,False,2024-03-30 14:35:58.241706,2024-03-30 14:36:07.871330
890,divDistBased,1.0,34,False,None,LinearRegression,0.3,False,2024-03-30 14:36:07.874824,2024-03-30 14:36:14.816217
900,divDistBased,1.0,34,False,None,Lasso,0.3,False,2024-03-30 14:36:07.874824,2024-03-30 14:36:16.194480
910,divDistBased,1.0,34,False,None,Ridge,0.3,False,2024-03-30 14:36:07.874824,2024-03-30 14:36:17.213321
920,divDistBased,1.0,34,False,None,ElasticNet,0.3,False,2024-03-30 14:36:07.874824,2024-03-30 14:36:18.646316
930,divDistBased,1.0,34,False,None,PolynomialRegression,0.3,False,2024-03-30 14:36:07.874824,2024-03-30 14:36:18.651305
940,divDistBased,1.0,34,False,None,RandomForest,0.3,False,2024-03-30 14:36:07.874824,2024-03-30 14:36:19.838521
950,divDistBased,1.0,34,False,None,GradientBoostingTree,0.3,False,2024-03-30 14:36:07.874824,2024-03-30 14:36:20.930228
960,divDistBased,1.0,34,False,None,DecisionTree,0.3,False,2024-03-30 14:36:07.874824,2024-03-30 14:36:21.920251
970,divDistBased,1.0,34,False,None,LinearRegression,0.4,False,2024-03-30 14:36:21.923759,2024-03-30 14:38:46.259929
980,divDistBased,1.0,34,False,None,Lasso,0.4,False,2024-03-30 14:36:21.923759,2024-03-30 14:38:47.847641
990,divDistBased,1.0,34,False,None,Ridge,0.4,False,2024-03-30 14:36:21.923759,2024-03-30 14:38:49.170711
1000,divDistBased,1.0,34,False,None,ElasticNet,0.4,False,2024-03-30 14:36:21.923759,2024-03-30 14:38:50.847569
1010,divDistBased,1.0,34,False,None,PolynomialRegression,0.4,False,2024-03-30 14:36:21.923759,2024-03-30 14:38:50.857088
1020,divDistBased,1.0,34,False,None,RandomForest,0.4,False,2024-03-30 14:36:21.923759,2024-03-30 14:38:52.386429
